value,var,paired,file,query,target,tool,type,perc,value_dbl
13.34%,perc_bases_unaligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,13.34
86.66%,perc_bases_aligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,86.66
0.0711%,perc_bases_insertions,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,0.0711
0.068%,perc_bases_deletions,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,0.068
0% (no insertions called),insertion_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,NA
100.0%,insertion_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,100.0
0% (no deletions called),deletion_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,NA
100.0%,deletion_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,100.0
0% (no skipping called),skipping_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,NA
100.0%,skipping_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,NA
100.0%,junction_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,TRUE,100.0
0,junction_none_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,0.0
NaN,junction_none_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,NaN
0,junction_left_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,0.0
NaN,junction_left_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,NaN
0,junction_right_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,0.0
NaN,junction_right_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,NaN
0,junction_both_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,0.0
NaN,junction_both_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,single,FALSE,NaN
20000000,total_reads,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,2e7
92.52%,total_read_accuracy,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,92.52
97.92%,unique_read_accuracy,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,97.92
1.96%,perc_reads_incorrect,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,1.96
0(0.0)%,perc_reads_ambiguous,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.0
5.51%,perc_reads_unaligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,5.51
94.49%,perc_reads_aligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,94.49
13.4757%,perc_reads_true_introns,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,13.4757
2000000000,total_bases,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,2e9
83.21%,total_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,83.21
96.03%,unique_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,96.03
3.43%,perc_bases_incorrect,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,3.43
0(0.0)%,perc_bases_ambiguous,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.0
13.34%,perc_bases_unaligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,13.34
86.66%,perc_bases_aligned,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,86.66
0.0711%,perc_bases_insertions,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.0711
0.068%,perc_bases_deletions,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.068
0% (no insertions called),insertion_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,NA
100.0%,insertion_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,100.0
0% (no deletions called),deletion_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,NA
100.0%,deletion_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,100.0
0% (no skipping called),skipping_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,NA
100.0%,skipping_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,100.0
0% (no junctions called),junction_fd,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,NA
100.0%,junction_fn,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,100.0
20000000,total_reads,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,2e7
92.52%,total_read_accuracy,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,92.52
97.92%,unique_read_accuracy,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,97.92
1.96%,perc_reads_incorrect,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,1.96
0(0.0)%,perc_reads_ambiguous,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.0
5.51%,perc_reads_unaligned,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,5.51
94.49%,perc_reads_aligned,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,94.49
2000000000,total_bases,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,2e9
83.21%,total_bases_accuracy,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,83.21
96.03%,unique_bases_accuracy,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,96.03
3.43%,perc_bases_incorrect,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,3.43
0(0.0)%,perc_bases_ambiguous,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,0.0
13.34%,perc_bases_unaligned,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,13.34
86.66%,perc_bases_aligned,pairs,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,TRUE,86.66
0,junction_none_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_none_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,NaN
0,junction_left_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_left_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,NaN
0,junction_right_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_right_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,NaN
0,junction_both_n,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,0.0
NaN,junction_both_perc,single,statistics_AdaptersV3/human_t2r1/biokanga_U3/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,biokanga_U3,multi,FALSE,NaN
20000000,total_reads,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,2e7
61.05%,total_read_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,61.05
99.64%,unique_read_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,99.64
0.21%,perc_reads_incorrect,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.21
2.02%,perc_reads_ambiguous,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,2.02
36.7%,perc_reads_unaligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,36.7
63.3%,perc_reads_aligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,63.3
13.4757%,perc_reads_true_introns,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,13.4757
2000000000,total_bases,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,2e9
59.38%,total_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,59.38
99.22%,unique_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,99.22
0.46%,perc_bases_incorrect,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.46
2.02%,perc_bases_ambiguous,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,2.02
38.12%,perc_bases_unaligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,38.12
61.88%,perc_bases_aligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,61.88
0.0711%,perc_bases_insertions,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.0711
0.068%,perc_bases_deletions,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.068
14.1%,insertion_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,14.1
85.5099%,insertion_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,85.5099
15.2599%,deletion_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,15.2599
85.18%,deletion_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,85.18
7.5899%,skipping_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,7.5899
54.73%,skipping_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,54.73
7.0799%,junction_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,7.0799
54.34%,junction_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,54.34
98404,junction_none_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,98404.0
6.82%,junction_none_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,6.82
1995,junction_left_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,1995.0
0.13%,junction_left_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.13
1555,junction_right_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,1555.0
0.1%,junction_right_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,0.1
1339394,junction_both_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,FALSE,1339394.0
92.92%,junction_both_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res.txt,statistics_AdaptersV3,human_t2r1,hisat2,single,TRUE,92.92
20000000,total_reads,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,2e7
62.16%,total_read_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,62.16
99.14%,unique_read_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,99.14
0.53%,perc_reads_incorrect,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.53
0(2.02)%,perc_reads_ambiguous,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.0
37.3%,perc_reads_unaligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,37.3
62.7%,perc_reads_aligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,62.7
13.4757%,perc_reads_true_introns,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,13.4757
2000000000,total_bases,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,2e9
60.46%,total_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,60.46
98.72%,unique_bases_accuracy,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,98.72
0.77%,perc_bases_incorrect,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.77
0(2.02)%,perc_bases_ambiguous,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.0
38.76%,perc_bases_unaligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,38.76
61.24%,perc_bases_aligned,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,61.24
0.0711%,perc_bases_insertions,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.0711
0.068%,perc_bases_deletions,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.068
13.52%,insertion_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,13.52
84.04%,insertion_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,84.04
14.62%,deletion_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,14.62
83.77%,deletion_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,83.77
8.02%,skipping_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,8.02
53.49%,skipping_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,53.49
7.5099%,junction_fd,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,7.5099
52.55%,junction_fn,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,52.55
20000000,total_reads,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,2e7
62.76%,total_read_accuracy,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,62.76
99.16%,unique_read_accuracy,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,99.16
0.53%,perc_reads_incorrect,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.53
0(2.02)%,perc_reads_ambiguous,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.0
36.7%,perc_reads_unaligned,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,36.7
63.3%,perc_reads_aligned,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,63.3
2000000000,total_bases,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,2e9
61.06%,total_bases_accuracy,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,61.06
98.75%,unique_bases_accuracy,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,98.75
0.77%,perc_bases_incorrect,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.77
0(2.02)%,perc_bases_ambiguous,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.0
38.15%,perc_bases_unaligned,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,38.15
61.85%,perc_bases_aligned,pairs,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,61.85
108582,junction_none_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,108582.0
7.21%,junction_none_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,7.21
2450,junction_left_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,2450.0
0.16%,junction_left_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.16
1892,junction_right_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,1892.0
0.12%,junction_right_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,0.12
1391625,junction_both_n,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,FALSE,1391625.0
92.49%,junction_both_perc,single,statistics_AdaptersV3/human_t2r1/hisat2/comp_res_multi_mappers.txt,statistics_AdaptersV3,human_t2r1,hisat2,multi,TRUE,92.49
20000000,total_reads,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,FALSE,2e7
60.83%,total_read_accuracy,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,TRUE,60.83
99.71%,unique_read_accuracy,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,TRUE,99.71
0.17%,perc_reads_incorrect,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,TRUE,0.17
0.0%,perc_reads_ambiguous,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,TRUE,0.0
38.99%,perc_reads_unaligned,single,statistics_AdaptersV3/human_t3r1/biokanga/comp_res.txt,statistics_AdaptersV3,human_t3r1,biokanga,single,TRUE,38.99
